mediaID,mediaComments,sequenceID,eventID,deploymentID,scientificName,confidence,classifiedBy,deploymentTags,true_species,pred_species
cb9538d1-b4a3-42fa-b701-427fb48b9360,sequenceID:e9358a24-5a87-4aec-92da-3a88ac8385a2,e9358a24-5a87-4aec-92da-3a88ac8385a2,e9358a24-5a87-4aec-92da-3a88ac8385a2,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.93,Speciesnet V4.0,Felis catus,felis catus,felidae
5e190bf5-be47-4d8f-8950-6406f1811997,sequenceID:0ec2e911-3018-45b7-8b85-ed6080c44b39,0ec2e911-3018-45b7-8b85-ed6080c44b39,0ec2e911-3018-45b7-8b85-ed6080c44b39,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.91,Speciesnet V4.0,Felis catus,felis catus,felidae
3320ac4c-2823-4898-903d-781e87c217f2,sequenceID:914e45fa-a846-4192-8e92-ebf7da94426b,914e45fa-a846-4192-8e92-ebf7da94426b,914e45fa-a846-4192-8e92-ebf7da94426b,21329e72-d28a-48a3-86cc-5905a095f47d,Leopardus pardalis,0.88,Speciesnet V4.0,Felis catus,felis catus,leopardus pardalis
a5dc19a6-ee7b-48a8-b22e-0dba6815d1f3,sequenceID:dad3da0d-c10c-4a09-93f2-8ce3fb5ade5a,dad3da0d-c10c-4a09-93f2-8ce3fb5ade5a,dad3da0d-c10c-4a09-93f2-8ce3fb5ade5a,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.94,Speciesnet V4.0,Felis catus,felis catus,felidae
cc719296-2fae-4a87-8b89-dbb6530d3d5c,sequenceID:6aefc5e0-29d7-42d5-88c3-3bcf7c790ee5,6aefc5e0-29d7-42d5-88c3-3bcf7c790ee5,6aefc5e0-29d7-42d5-88c3-3bcf7c790ee5,21329e72-d28a-48a3-86cc-5905a095f47d,,0.0,,Felis catus,felis catus,nan
e531be32-2147-421a-9069-c0f19fbeb81a,sequenceID:737f772a-f274-4e42-a2b5-1456dabbebea,737f772a-f274-4e42-a2b5-1456dabbebea,737f772a-f274-4e42-a2b5-1456dabbebea,21329e72-d28a-48a3-86cc-5905a095f47d,,0.0,,Felis catus,felis catus,nan
b6c590d0-496a-4882-82bc-9958ad8e9985,sequenceID:249e58e9-654c-4516-ba3d-92943ede54e1,249e58e9-654c-4516-ba3d-92943ede54e1,249e58e9-654c-4516-ba3d-92943ede54e1,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.86,Speciesnet V4.0,Felis catus,felis catus,felidae
8d94f358-10c5-4142-9d28-3691332c9270,sequenceID:d48570c5-5a24-4b18-9940-b5d43da25431,d48570c5-5a24-4b18-9940-b5d43da25431,d48570c5-5a24-4b18-9940-b5d43da25431,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.97,Speciesnet V4.0,Felis catus,felis catus,felidae
87d99879-5418-4552-b27f-559eaf686184,sequenceID:31e2b238-449e-451b-b077-d40d27ad1e93,31e2b238-449e-451b-b077-d40d27ad1e93,31e2b238-449e-451b-b077-d40d27ad1e93,21329e72-d28a-48a3-86cc-5905a095f47d,Lynx rufus,0.83,Speciesnet V4.0,Felis catus,felis catus,lynx rufus
8a5407e8-051d-4660-940d-2430b9f02333,sequenceID:ccff8cd0-9e50-418d-b7cf-a0adbfa0ee1e,ccff8cd0-9e50-418d-b7cf-a0adbfa0ee1e,ccff8cd0-9e50-418d-b7cf-a0adbfa0ee1e,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.94,Speciesnet V4.0,Felis catus,felis catus,felidae
c3a240b8-efa4-495c-bbbc-5bd10a9ceccc,sequenceID:6d29d624-1184-4045-8fd8-ce0682bc17b1,6d29d624-1184-4045-8fd8-ce0682bc17b1,6d29d624-1184-4045-8fd8-ce0682bc17b1,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.87,Speciesnet V4.0,Felis catus,felis catus,felidae
f2a1dc50-fbbf-4236-a35d-53645f4e5e97,sequenceID:40db3a4e-c3ed-4d4f-a59a-e9291a93a56b,40db3a4e-c3ed-4d4f-a59a-e9291a93a56b,40db3a4e-c3ed-4d4f-a59a-e9291a93a56b,21329e72-d28a-48a3-86cc-5905a095f47d,Felis,0.73,Speciesnet V4.0,Felis catus,felis catus,felis
ba6262af-48be-4c43-a02d-6da74db3b7f4,sequenceID:e1aee507-b7a8-412d-bfe2-0eb9af112fba,e1aee507-b7a8-412d-bfe2-0eb9af112fba,e1aee507-b7a8-412d-bfe2-0eb9af112fba,21329e72-d28a-48a3-86cc-5905a095f47d,Canidae,0.65,Speciesnet V4.0,Felis catus,felis catus,canidae
f2d52691-130a-4a87-b64b-735c71c3cac9,sequenceID:bb54383c-7282-42d6-af91-2d37feaf785d,bb54383c-7282-42d6-af91-2d37feaf785d,bb54383c-7282-42d6-af91-2d37feaf785d,21329e72-d28a-48a3-86cc-5905a095f47d,Lynx rufus,0.82,Speciesnet V4.0,Felis catus,felis catus,lynx rufus
3fb95a94-47fe-4e28-bea1-6208e62af8bf,sequenceID:d7558412-2ed2-4fdf-a922-49b2c8e14b13,d7558412-2ed2-4fdf-a922-49b2c8e14b13,d7558412-2ed2-4fdf-a922-49b2c8e14b13,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.97,Speciesnet V4.0,Felis catus,felis catus,felidae
0aa3a7b6-9f71-4cf1-9a66-f431ec2b2bac,sequenceID:270453b6-0163-4270-ac84-be31e3bdfb31,270453b6-0163-4270-ac84-be31e3bdfb31,270453b6-0163-4270-ac84-be31e3bdfb31,21329e72-d28a-48a3-86cc-5905a095f47d,,0.0,,Felis catus,felis catus,nan
db646ae0-324c-4a46-bb07-436175deae83,sequenceID:b3499bde-af7c-412b-9350-6f87084c6402,b3499bde-af7c-412b-9350-6f87084c6402,b3499bde-af7c-412b-9350-6f87084c6402,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.96,Speciesnet V4.0,Felis catus,felis catus,felidae
92dfeef8-50d8-4ec2-8ec9-52de30208eca,sequenceID:04edef06-b8a6-4c76-ad49-4ce8a4af270c,04edef06-b8a6-4c76-ad49-4ce8a4af270c,04edef06-b8a6-4c76-ad49-4ce8a4af270c,21329e72-d28a-48a3-86cc-5905a095f47d,,0.0,,Felis catus,felis catus,nan
f57913a7-0300-4e28-956c-cc15d1b002d6,sequenceID:e88ff2a1-0ed5-4a48-901a-b0c9b401e22c,e88ff2a1-0ed5-4a48-901a-b0c9b401e22c,e88ff2a1-0ed5-4a48-901a-b0c9b401e22c,21329e72-d28a-48a3-86cc-5905a095f47d,Carnivora,0.65,Speciesnet V4.0,Felis catus,felis catus,carnivora
4538b996-61f6-4cdc-a9ca-32f4e6819bd5,sequenceID:0b35b9ec-d684-4e9e-b522-d98bd381722f,0b35b9ec-d684-4e9e-b522-d98bd381722f,0b35b9ec-d684-4e9e-b522-d98bd381722f,21329e72-d28a-48a3-86cc-5905a095f47d,Mammalia,0.73,Speciesnet V4.0,Felis catus,felis catus,mammalia
8be5f902-688b-4998-ad2f-0db0277235d3,sequenceID:5b76276d-161c-445a-ad5d-1500e7524f52,5b76276d-161c-445a-ad5d-1500e7524f52,5b76276d-161c-445a-ad5d-1500e7524f52,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.93,Speciesnet V4.0,Felis catus,felis catus,felidae
5f6fb37e-5516-4977-b1de-bfc4ad6f66c0,sequenceID:b9bae7da-2548-4e45-9f67-4a45df3d0d03,b9bae7da-2548-4e45-9f67-4a45df3d0d03,b9bae7da-2548-4e45-9f67-4a45df3d0d03,21329e72-d28a-48a3-86cc-5905a095f47d,Carnivora,0.88,Speciesnet V4.0,Felis catus,felis catus,carnivora
409c41cf-f025-451c-b39e-62f90ba70288,sequenceID:7806f42c-01e6-4457-8dc3-e8755585c247,7806f42c-01e6-4457-8dc3-e8755585c247,7806f42c-01e6-4457-8dc3-e8755585c247,21329e72-d28a-48a3-86cc-5905a095f47d,Mammalia,0.79,Speciesnet V4.0,Felis catus,felis catus,mammalia
6ff7e55b-a291-456d-87ba-899e21faf1a4,sequenceID:8f596913-0749-48a6-803f-0055155b4e06,8f596913-0749-48a6-803f-0055155b4e06,8f596913-0749-48a6-803f-0055155b4e06,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.71,Speciesnet V4.0,Felis catus,felis catus,felidae
e4200300-c7fe-4df6-87c4-8e52d298c39f,sequenceID:023539fd-2ec3-47ca-847e-b491c35b7777,023539fd-2ec3-47ca-847e-b491c35b7777,023539fd-2ec3-47ca-847e-b491c35b7777,21329e72-d28a-48a3-86cc-5905a095f47d,,0.0,,Felis catus,felis catus,nan
b33ab107-560e-45b3-a4ed-e2c64cf29166,sequenceID:793b7a51-0d94-4c52-b85e-c5276743efe6,793b7a51-0d94-4c52-b85e-c5276743efe6,793b7a51-0d94-4c52-b85e-c5276743efe6,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.73,Speciesnet V4.0,Felis catus,felis catus,felidae
53f675f2-b533-4f18-bfbe-1d43be3e876f,sequenceID:ce512a65-32e8-4d1e-87c8-ad0626681984,ce512a65-32e8-4d1e-87c8-ad0626681984,ce512a65-32e8-4d1e-87c8-ad0626681984,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.99,Speciesnet V4.0,Felis catus,felis catus,felidae
6128a735-9820-4b1f-98ef-02220f93e20d,sequenceID:4bf014ec-6faf-4493-8f4d-fc60f1e6b2aa,4bf014ec-6faf-4493-8f4d-fc60f1e6b2aa,4bf014ec-6faf-4493-8f4d-fc60f1e6b2aa,21329e72-d28a-48a3-86cc-5905a095f47d,,0.0,,Felis catus,felis catus,nan
01b2e3f4-c75f-4e5e-9067-a0f06d992b3f,sequenceID:cf36eb5e-7b53-4aac-beb0-b4e2d2c8727d,cf36eb5e-7b53-4aac-beb0-b4e2d2c8727d,cf36eb5e-7b53-4aac-beb0-b4e2d2c8727d,21329e72-d28a-48a3-86cc-5905a095f47d,Carnivora,0.91,Speciesnet V4.0,Felis catus,felis catus,carnivora
8f0789c4-fffe-46aa-93e5-58784e0bb440,sequenceID:fe208193-fe47-450e-bf60-8d549846976f,fe208193-fe47-450e-bf60-8d549846976f,fe208193-fe47-450e-bf60-8d549846976f,21329e72-d28a-48a3-86cc-5905a095f47d,Procyon lotor,0.93,Speciesnet V4.0,Felis catus,felis catus,procyon lotor
ba0d9dc7-df34-449c-b3dd-d002acfe5bf2,sequenceID:32173032-3a98-408c-b403-4561c5e52e4b,32173032-3a98-408c-b403-4561c5e52e4b,32173032-3a98-408c-b403-4561c5e52e4b,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.93,Speciesnet V4.0,Felis catus,felis catus,felidae
684bd0f1-f014-49c6-817d-0b69382d874c,sequenceID:231bacd8-f0f4-422b-be82-481e65c57252,231bacd8-f0f4-422b-be82-481e65c57252,231bacd8-f0f4-422b-be82-481e65c57252,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.67,Speciesnet V4.0,Felis catus,felis catus,felidae
d4286e6f-6e1c-4d16-8c43-019ee6495d39,sequenceID:337648a8-9191-4b1c-9016-d6d4dc6f24d7,337648a8-9191-4b1c-9016-d6d4dc6f24d7,337648a8-9191-4b1c-9016-d6d4dc6f24d7,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.91,Speciesnet V4.0,Felis catus,felis catus,felidae
69f1bf5a-4b99-4d6e-b488-cea8bcf51fb6,sequenceID:c82b7e6c-3e06-4d21-8db2-36c9562a2466,c82b7e6c-3e06-4d21-8db2-36c9562a2466,c82b7e6c-3e06-4d21-8db2-36c9562a2466,21329e72-d28a-48a3-86cc-5905a095f47d,Lynx rufus,0.72,Speciesnet V4.0,Felis catus,felis catus,lynx rufus
a2846649-45ad-43d4-a474-34bdbb01f52e,sequenceID:c82b7e6c-3e06-4d21-8db2-36c9562a2466,c82b7e6c-3e06-4d21-8db2-36c9562a2466,c82b7e6c-3e06-4d21-8db2-36c9562a2466,21329e72-d28a-48a3-86cc-5905a095f47d,Lynx rufus,0.72,Speciesnet V4.0,Felis catus,felis catus,lynx rufus
1ab00eea-ea20-4e12-b553-cc8cd37965cb,sequenceID:e1e5cee7-1923-4cb3-affa-8f8ea56d6003,e1e5cee7-1923-4cb3-affa-8f8ea56d6003,e1e5cee7-1923-4cb3-affa-8f8ea56d6003,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.87,Speciesnet V4.0,Felis catus,felis catus,felidae
71897c3b-71a4-4028-984b-6d62997d0e03,sequenceID:94a76682-b816-414a-b1b9-164470ed89c8,94a76682-b816-414a-b1b9-164470ed89c8,94a76682-b816-414a-b1b9-164470ed89c8,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.86,Speciesnet V4.0,Felis catus,felis catus,felidae
f6cb5fd0-081d-44d3-a62e-f08273ff865b,sequenceID:88d663bb-1bce-4342-9867-990889d2a3db,88d663bb-1bce-4342-9867-990889d2a3db,88d663bb-1bce-4342-9867-990889d2a3db,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.99,Speciesnet V4.0,Felis catus,felis catus,felidae
205a6bd9-c02d-4b10-8eba-9c25a34f6232,sequenceID:79f28901-8e25-416b-a06c-fc0a8277d6c2,79f28901-8e25-416b-a06c-fc0a8277d6c2,79f28901-8e25-416b-a06c-fc0a8277d6c2,21329e72-d28a-48a3-86cc-5905a095f47d,,0.0,,Felis catus,felis catus,nan
851b61c7-eb5f-4a90-88cd-2fadf02e9211,sequenceID:ff7792ec-8b2c-489f-954c-392b5ae187a1,ff7792ec-8b2c-489f-954c-392b5ae187a1,ff7792ec-8b2c-489f-954c-392b5ae187a1,21329e72-d28a-48a3-86cc-5905a095f47d,Lynx lynx,0.71,Speciesnet V4.0,Felis catus,felis catus,lynx lynx
a7c15ae7-58fa-4960-9b05-e32c9bb3a876,sequenceID:941115dd-6d8a-42ca-8097-af2533dfb6fe,941115dd-6d8a-42ca-8097-af2533dfb6fe,941115dd-6d8a-42ca-8097-af2533dfb6fe,21329e72-d28a-48a3-86cc-5905a095f47d,,0.0,,Felis catus,felis catus,nan
ae597094-dd44-4e34-959b-143dc1898b4d,sequenceID:e22eb292-61eb-4daf-96b5-336232988cbd,e22eb292-61eb-4daf-96b5-336232988cbd,e22eb292-61eb-4daf-96b5-336232988cbd,21329e72-d28a-48a3-86cc-5905a095f47d,Felis,0.67,Speciesnet V4.0,Felis catus,felis catus,felis
550e5001-4356-4ac2-b1ba-c917fb32f0ba,sequenceID:13f8e84b-5ac1-4d7d-bdcc-f3c8a7aacdac,13f8e84b-5ac1-4d7d-bdcc-f3c8a7aacdac,13f8e84b-5ac1-4d7d-bdcc-f3c8a7aacdac,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.66,Speciesnet V4.0,Felis catus,felis catus,felidae
2d2253f1-495c-40cf-89bd-b1fb643e0b33,sequenceID:161c7b63-abb2-492d-a5cf-3c73b3bfd1ac,161c7b63-abb2-492d-a5cf-3c73b3bfd1ac,161c7b63-abb2-492d-a5cf-3c73b3bfd1ac,21329e72-d28a-48a3-86cc-5905a095f47d,Lynx rufus,0.95,Speciesnet V4.0,Felis catus,felis catus,lynx rufus
78852cad-2ad3-4dcc-901f-c274998ff5e3,sequenceID:f1fa2437-6ae2-47c1-a8eb-6b6231b95134,f1fa2437-6ae2-47c1-a8eb-6b6231b95134,f1fa2437-6ae2-47c1-a8eb-6b6231b95134,21329e72-d28a-48a3-86cc-5905a095f47d,Urocyon cinereoargenteus,0.97,Speciesnet V4.0,Felis catus,felis catus,urocyon cinereoargenteus
9fab0860-7c99-4e54-b089-ed7c3d2eb136,sequenceID:7439eacd-78cc-4928-85a0-9917821bcaf9,7439eacd-78cc-4928-85a0-9917821bcaf9,7439eacd-78cc-4928-85a0-9917821bcaf9,21329e72-d28a-48a3-86cc-5905a095f47d,Felidae,0.96,Speciesnet V4.0,Felis catus,felis catus,felidae
12ae65dc-667c-45a2-a8be-3554017e6aa6,sequenceID:a28ba334-4f8c-4988-afb1-c91a4d2c1c94,a28ba334-4f8c-4988-afb1-c91a4d2c1c94,a28ba334-4f8c-4988-afb1-c91a4d2c1c94,21329e72-d28a-48a3-86cc-5905a095f47d,Lynx rufus,0.82,Speciesnet V4.0,Felis catus,felis catus,lynx rufus
54c70175-6c56-4ea5-9cb2-bd9bca9695bf,sequenceID:6ef35410-b8ae-401b-87f6-2547d64e64dc,6ef35410-b8ae-401b-87f6-2547d64e64dc,6ef35410-b8ae-401b-87f6-2547d64e64dc,21329e72-d28a-48a3-86cc-5905a095f47d,Urocyon cinereoargenteus,0.91,Speciesnet V4.0,Felis catus,felis catus,urocyon cinereoargenteus
00995403-c062-4e89-890c-727692f1d322,sequenceID:950e0e20-217f-4438-8571-150627f071fc,950e0e20-217f-4438-8571-150627f071fc,950e0e20-217f-4438-8571-150627f071fc,21329e72-d28a-48a3-86cc-5905a095f47d,Carnivora,0.83,Speciesnet V4.0,Felis catus,felis catus,carnivora
