mediaID,mediaComments,sequenceID,eventID,deploymentID,observationType,scientificName,confidence,classifiedBy,deploymentTags,true_species,pred_species
78fc3197-e239-40c2-997f-4d24f85a0122,sequenceID:ab30e5a5-c868-44db-be66-cb4bf228c5f7,ab30e5a5-c868-44db-be66-cb4bf228c5f7,ab30e5a5-c868-44db-be66-cb4bf228c5f7,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
f847e0a3-8c42-4a94-b133-4fb0bf21de43,sequenceID:ab30e5a5-c868-44db-be66-cb4bf228c5f7,ab30e5a5-c868-44db-be66-cb4bf228c5f7,ab30e5a5-c868-44db-be66-cb4bf228c5f7,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
2c5da584-535e-4e48-87fc-aaaf4b8f3077,sequenceID:8a8a5c7d-70b4-4510-96a1-818c128403e9,8a8a5c7d-70b4-4510-96a1-818c128403e9,8a8a5c7d-70b4-4510-96a1-818c128403e9,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.87,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
42308f54-ed95-4c34-9b34-9c4764cde2b0,sequenceID:dc6cfc37-6c78-4de6-b4b0-88a19415193e,dc6cfc37-6c78-4de6-b4b0-88a19415193e,dc6cfc37-6c78-4de6-b4b0-88a19415193e,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.91,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
222be79e-6fcd-46b0-891b-9e3fc325b5c7,sequenceID:07bb9eda-39ee-4153-a75e-60ac7b018d60,07bb9eda-39ee-4153-a75e-60ac7b018d60,07bb9eda-39ee-4153-a75e-60ac7b018d60,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.97,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
e544a46c-d331-49c2-8bb2-ffd367510b78,sequenceID:f165d888-80f8-431b-afaa-395e1c214be1,f165d888-80f8-431b-afaa-395e1c214be1,f165d888-80f8-431b-afaa-395e1c214be1,097f6b30-6c02-4e99-8e75-794640936b75,animal,Lepus capensis,0.77,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,lepus capensis
9507d955-629e-448b-b777-e2232aa9c9af,sequenceID:470c835c-d606-4aa6-99c5-48dcd6a2a1e1,470c835c-d606-4aa6-99c5-48dcd6a2a1e1,470c835c-d606-4aa6-99c5-48dcd6a2a1e1,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.86,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
3acd56b8-772e-4d93-a456-33aa5ca37a02,sequenceID:b42bb192-330b-4020-8508-c9ade8917b5a,b42bb192-330b-4020-8508-c9ade8917b5a,b42bb192-330b-4020-8508-c9ade8917b5a,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.84,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
6bcd8153-6d8a-4cdb-8893-8e3cb9ed13cb,sequenceID:1f8c664b-60bc-44c2-afea-812b4793b38c,1f8c664b-60bc-44c2-afea-812b4793b38c,1f8c664b-60bc-44c2-afea-812b4793b38c,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.95,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
d3eddb4a-0ff7-4c5c-9088-cdac9356cac5,sequenceID:b5470373-2a2e-48c8-8775-882814c6398d,b5470373-2a2e-48c8-8775-882814c6398d,b5470373-2a2e-48c8-8775-882814c6398d,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
a20d5d47-0ef4-4623-857c-7463a489b82c,sequenceID:7f8285ca-861b-43fe-bb00-2ca5767b742e,7f8285ca-861b-43fe-bb00-2ca5767b742e,7f8285ca-861b-43fe-bb00-2ca5767b742e,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
adb1675b-a2c3-439e-8c7c-b75819bccaa2,sequenceID:065e7393-6fb4-4c76-9f5f-40dbd3b1cc61,065e7393-6fb4-4c76-9f5f-40dbd3b1cc61,065e7393-6fb4-4c76-9f5f-40dbd3b1cc61,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
a634b859-fc0c-4fa6-ad55-fac83430329f,sequenceID:b2a4d99b-8387-4853-994a-62ae05c4fcc8,b2a4d99b-8387-4853-994a-62ae05c4fcc8,b2a4d99b-8387-4853-994a-62ae05c4fcc8,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.9,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
cd2d203e-6b00-4e17-85c5-de61dd0fd4e6,sequenceID:d3107cef-3073-483c-acc7-ef5ab91efa87,d3107cef-3073-483c-acc7-ef5ab91efa87,d3107cef-3073-483c-acc7-ef5ab91efa87,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.86,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
4427e8ed-5eb9-4912-803a-6f72c9041003,sequenceID:0bd5fd45-7751-49ec-a5d0-148d868ee65d,0bd5fd45-7751-49ec-a5d0-148d868ee65d,0bd5fd45-7751-49ec-a5d0-148d868ee65d,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.96,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
d39f3ddf-b26e-4938-82ed-e6b13161270f,sequenceID:f340af68-16e2-4f8a-91d4-9d96f97cb2f1,f340af68-16e2-4f8a-91d4-9d96f97cb2f1,f340af68-16e2-4f8a-91d4-9d96f97cb2f1,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.95,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
2e5e54c2-3f03-4969-96ba-1cb2bbf0a08a,sequenceID:51ae7ad1-9db7-494d-b551-b05822573616,51ae7ad1-9db7-494d-b551-b05822573616,51ae7ad1-9db7-494d-b551-b05822573616,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.95,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
263a2d3d-24f0-4d7f-9d3d-6074d8095977,sequenceID:f9942445-c803-419f-a265-7150316304ae,f9942445-c803-419f-a265-7150316304ae,f9942445-c803-419f-a265-7150316304ae,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
2a7b5a9b-41c8-4ac5-af3b-8f22e7eb8a7f,sequenceID:f9a784ff-bec3-4145-bac6-793882a584c3,f9a784ff-bec3-4145-bac6-793882a584c3,f9a784ff-bec3-4145-bac6-793882a584c3,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.94,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
3f864e5a-4877-439c-b588-ea88ce8dd495,sequenceID:f9a784ff-bec3-4145-bac6-793882a584c3,f9a784ff-bec3-4145-bac6-793882a584c3,f9a784ff-bec3-4145-bac6-793882a584c3,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.94,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
72cba50e-ec66-402b-8a2c-020f9903ef22,sequenceID:1edf6503-33c0-4188-b483-825a7afa110f,1edf6503-33c0-4188-b483-825a7afa110f,1edf6503-33c0-4188-b483-825a7afa110f,097f6b30-6c02-4e99-8e75-794640936b75,animal,Mammalia,0.75,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,mammalia
72cba50e-ec66-402b-8a2c-020f9903ef22,sequenceID:1edf6503-33c0-4188-b483-825a7afa110f,1edf6503-33c0-4188-b483-825a7afa110f,1edf6503-33c0-4188-b483-825a7afa110f,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.91,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
3b301750-966f-4dd7-8e90-6235b2dd697a,sequenceID:98e064a7-7576-4bd4-ac30-f4b0b96c5195,98e064a7-7576-4bd4-ac30-f4b0b96c5195,98e064a7-7576-4bd4-ac30-f4b0b96c5195,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.86,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
3b301750-966f-4dd7-8e90-6235b2dd697a,sequenceID:98e064a7-7576-4bd4-ac30-f4b0b96c5195,98e064a7-7576-4bd4-ac30-f4b0b96c5195,98e064a7-7576-4bd4-ac30-f4b0b96c5195,097f6b30-6c02-4e99-8e75-794640936b75,animal,Charadriiformes,0.91,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,charadriiformes
c65f2cc5-4585-4ba7-b0db-40258ee9ba76,sequenceID:b3d08d51-8c1d-416a-9437-6e153df46887,b3d08d51-8c1d-416a-9437-6e153df46887,b3d08d51-8c1d-416a-9437-6e153df46887,097f6b30-6c02-4e99-8e75-794640936b75,animal,Charadriiformes,0.77,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,charadriiformes
2a51f024-59bb-41eb-9feb-4028df11af18,sequenceID:6e88f6de-25b0-4ce2-a085-51a98bddf872,6e88f6de-25b0-4ce2-a085-51a98bddf872,6e88f6de-25b0-4ce2-a085-51a98bddf872,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.94,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
3968aae3-ddb9-49fc-9fa7-3a7c102d0ba5,sequenceID:6e88f6de-25b0-4ce2-a085-51a98bddf872,6e88f6de-25b0-4ce2-a085-51a98bddf872,6e88f6de-25b0-4ce2-a085-51a98bddf872,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.94,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
11c9c2b8-4b2b-41e6-97c4-23d714755cbf,sequenceID:555866c5-6303-460d-82f4-755e8068c1ed,555866c5-6303-460d-82f4-755e8068c1ed,555866c5-6303-460d-82f4-755e8068c1ed,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.7,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
b295ab7b-53ca-4b60-84bf-69530581db28,sequenceID:61144d1b-1daa-4143-8e85-02144ff30446,61144d1b-1daa-4143-8e85-02144ff30446,61144d1b-1daa-4143-8e85-02144ff30446,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.81,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
65357e49-89ac-4c12-b6b5-f588abed458c,sequenceID:093ffca4-6ca0-4dbe-afd5-8d988ac7a79a,093ffca4-6ca0-4dbe-afd5-8d988ac7a79a,093ffca4-6ca0-4dbe-afd5-8d988ac7a79a,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.97,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
97c2c53a-8f2d-4c9e-bc81-5092a92d2b87,sequenceID:43ebc7c7-e459-46e0-ad49-9bc21ec4f464,43ebc7c7-e459-46e0-ad49-9bc21ec4f464,43ebc7c7-e459-46e0-ad49-9bc21ec4f464,097f6b30-6c02-4e99-8e75-794640936b75,animal,Mammalia,0.65,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,mammalia
26c60260-a253-4173-acaf-1e2e58f9799f,sequenceID:a24ccd58-2db4-4909-9003-0dacca25930f,a24ccd58-2db4-4909-9003-0dacca25930f,a24ccd58-2db4-4909-9003-0dacca25930f,097f6b30-6c02-4e99-8e75-794640936b75,animal,Mammalia,0.87,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,mammalia
60f68ada-4e5a-4ec0-9f52-5e8335abb5b1,sequenceID:a2a06603-e3ca-40db-a8c5-696390945752,a2a06603-e3ca-40db-a8c5-696390945752,a2a06603-e3ca-40db-a8c5-696390945752,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.8,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
5f1aa1b6-db33-43b5-bb6d-03c0b8949d9f,sequenceID:faf4c5f0-04cf-4087-8088-70ef8e83a966,faf4c5f0-04cf-4087-8088-70ef8e83a966,faf4c5f0-04cf-4087-8088-70ef8e83a966,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.92,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
db85bdfd-ccd9-45d1-9b1b-282921c21297,sequenceID:8153e533-19c1-4d47-86fe-bd94d1af7526,8153e533-19c1-4d47-86fe-bd94d1af7526,8153e533-19c1-4d47-86fe-bd94d1af7526,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.91,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
53f5cebb-0761-4b80-a7ea-4d2b250cd7ff,sequenceID:269a4ad3-1e6d-49d7-8f6e-e753e29253b9,269a4ad3-1e6d-49d7-8f6e-e753e29253b9,269a4ad3-1e6d-49d7-8f6e-e753e29253b9,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.9,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
27c7011a-6a0d-475e-a6d3-a58f4569c77d,sequenceID:4704c71b-6957-42a3-958a-b74514ddd99c,4704c71b-6957-42a3-958a-b74514ddd99c,4704c71b-6957-42a3-958a-b74514ddd99c,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.87,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
81fa1a97-4c27-41b8-85f4-96455d5788c2,sequenceID:52ba137b-7ffc-4b54-b103-c5ff68d6e219,52ba137b-7ffc-4b54-b103-c5ff68d6e219,52ba137b-7ffc-4b54-b103-c5ff68d6e219,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
b6111397-dde4-4fa8-8448-cd1afe1d9497,sequenceID:52ba137b-7ffc-4b54-b103-c5ff68d6e219,52ba137b-7ffc-4b54-b103-c5ff68d6e219,52ba137b-7ffc-4b54-b103-c5ff68d6e219,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
e237e579-f1c7-4829-bade-d4217c055204,sequenceID:c7b027d6-e257-43ee-9187-3bab2915bde1,c7b027d6-e257-43ee-9187-3bab2915bde1,c7b027d6-e257-43ee-9187-3bab2915bde1,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.93,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
4aba4bbf-653a-47fa-aeb9-7b664d7fad7d,sequenceID:33d997b9-e0df-4bd8-b968-591489e02a5f,33d997b9-e0df-4bd8-b968-591489e02a5f,33d997b9-e0df-4bd8-b968-591489e02a5f,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
e3a9f380-fcf8-4f44-bef0-a4ebabdfa4a5,sequenceID:442c1b2e-ffcb-4dd8-9624-d47d7dbe307a,442c1b2e-ffcb-4dd8-9624-d47d7dbe307a,442c1b2e-ffcb-4dd8-9624-d47d7dbe307a,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.92,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
f5bf5fdd-cdc9-438f-912e-82d8930fa743,sequenceID:a9723219-1a7c-463d-997d-d6c21882c75a,a9723219-1a7c-463d-997d-d6c21882c75a,a9723219-1a7c-463d-997d-d6c21882c75a,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.97,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
f5bf5fdd-cdc9-438f-912e-82d8930fa743,sequenceID:a9723219-1a7c-463d-997d-d6c21882c75a,a9723219-1a7c-463d-997d-d6c21882c75a,a9723219-1a7c-463d-997d-d6c21882c75a,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.8,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
40293e1f-5d10-4d52-943a-97b11a8fe2e4,sequenceID:8eb21476-a81b-4b0b-bcb9-c3f9b3375c73,8eb21476-a81b-4b0b-bcb9-c3f9b3375c73,8eb21476-a81b-4b0b-bcb9-c3f9b3375c73,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.84,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
66aacbdc-4a1d-4c74-aabe-351fadd5d8f2,sequenceID:8eb21476-a81b-4b0b-bcb9-c3f9b3375c73,8eb21476-a81b-4b0b-bcb9-c3f9b3375c73,8eb21476-a81b-4b0b-bcb9-c3f9b3375c73,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.84,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
f81ba764-dfd0-4ca3-bc97-fe4086ab7da3,sequenceID:5d64b8dc-5c4e-47b3-9faa-545d0f5e7206,5d64b8dc-5c4e-47b3-9faa-545d0f5e7206,5d64b8dc-5c4e-47b3-9faa-545d0f5e7206,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
06fcef5d-01bf-49d8-aacd-7538e1142ede,sequenceID:5d64b8dc-5c4e-47b3-9faa-545d0f5e7206,5d64b8dc-5c4e-47b3-9faa-545d0f5e7206,5d64b8dc-5c4e-47b3-9faa-545d0f5e7206,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
89f50ff8-084d-4fae-9982-6a7126682610,sequenceID:c1d8b1e9-330f-4a19-b1c7-000a47a5aae8,c1d8b1e9-330f-4a19-b1c7-000a47a5aae8,c1d8b1e9-330f-4a19-b1c7-000a47a5aae8,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.96,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
f8d8ea4e-affe-435c-ac33-109bdb2714dc,sequenceID:573f6bf3-28b9-47f9-9ccd-e9910afee76f,573f6bf3-28b9-47f9-9ccd-e9910afee76f,573f6bf3-28b9-47f9-9ccd-e9910afee76f,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.94,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
b89754b4-379c-45ca-8fec-44df5b7e715f,sequenceID:7fe70976-d1b8-4bf8-9011-d8f5a9293edf,7fe70976-d1b8-4bf8-9011-d8f5a9293edf,7fe70976-d1b8-4bf8-9011-d8f5a9293edf,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.83,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
de23e1d9-7b25-4b33-ba30-1c154f001a21,sequenceID:d7a285d1-a126-4f80-9e0d-edd1f09ab7f6,d7a285d1-a126-4f80-9e0d-edd1f09ab7f6,d7a285d1-a126-4f80-9e0d-edd1f09ab7f6,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.85,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
2846e885-be51-442b-a3e0-9f1add2ed5db,sequenceID:89773776-c7b9-496f-a178-f8a3a6ede12e,89773776-c7b9-496f-a178-f8a3a6ede12e,89773776-c7b9-496f-a178-f8a3a6ede12e,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
8b2d7dec-2fb8-49fa-a1d6-37f3d64a552f,sequenceID:13189535-4495-49d7-ad91-9b072a8614fc,13189535-4495-49d7-ad91-9b072a8614fc,13189535-4495-49d7-ad91-9b072a8614fc,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.81,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
0be3d842-530f-4944-a7f8-91e78db1ecbc,sequenceID:e145fceb-dc1a-487a-9cce-7b463191368d,e145fceb-dc1a-487a-9cce-7b463191368d,e145fceb-dc1a-487a-9cce-7b463191368d,097f6b30-6c02-4e99-8e75-794640936b75,animal,Leporidae,0.84,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,leporidae
0c543617-d01c-4c76-b596-e8edd25445ac,sequenceID:94998052-6a93-45ae-bf9e-7e7028f2d33a,94998052-6a93-45ae-bf9e-7e7028f2d33a,94998052-6a93-45ae-bf9e-7e7028f2d33a,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.86,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
072b35f9-43f5-4d1c-9b40-5c3c30a40f55,sequenceID:01d5dec8-4d93-4c57-90e1-46b87f339823,01d5dec8-4d93-4c57-90e1-46b87f339823,01d5dec8-4d93-4c57-90e1-46b87f339823,097f6b30-6c02-4e99-8e75-794640936b75,animal,Mammalia,0.67,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,mammalia
0c9ae19b-3b79-4518-9468-be4bec414a05,sequenceID:f6002f52-8538-47bc-b941-c2052b915417,f6002f52-8538-47bc-b941-c2052b915417,f6002f52-8538-47bc-b941-c2052b915417,097f6b30-6c02-4e99-8e75-794640936b75,animal,Mammalia,0.67,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,mammalia
c21cf9f6-627d-4a05-9d2d-4a83a6ec1527,sequenceID:7b18a1ca-5e11-49d7-b820-874db9f8f265,7b18a1ca-5e11-49d7-b820-874db9f8f265,7b18a1ca-5e11-49d7-b820-874db9f8f265,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.0,,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
d3fbee92-6cd9-4d51-a4d1-591ce6e8368c,sequenceID:e0fc6597-6cf7-4866-8ca2-4d0819a77eed,e0fc6597-6cf7-4866-8ca2-4d0819a77eed,e0fc6597-6cf7-4866-8ca2-4d0819a77eed,097f6b30-6c02-4e99-8e75-794640936b75,animal,Lepus europaeus,0.66,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,lepus europaeus
e9228801-1639-469a-b9f0-45d1c03f1465,sequenceID:50f33a44-9cc1-4bba-8fd2-8d0ef68266b1,50f33a44-9cc1-4bba-8fd2-8d0ef68266b1,50f33a44-9cc1-4bba-8fd2-8d0ef68266b1,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.97,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
5dbea3a5-09b3-4e72-b963-e783dca0dea2,sequenceID:60a9c0fe-c811-44f8-992d-99ae94a5246e,60a9c0fe-c811-44f8-992d-99ae94a5246e,60a9c0fe-c811-44f8-992d-99ae94a5246e,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.97,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
bab2548c-80e6-4571-82e9-db84fe6394cb,sequenceID:60a9c0fe-c811-44f8-992d-99ae94a5246e,60a9c0fe-c811-44f8-992d-99ae94a5246e,60a9c0fe-c811-44f8-992d-99ae94a5246e,097f6b30-6c02-4e99-8e75-794640936b75,unclassified,Unclassified,0.97,addaxai VIC,Oryctolagus cuniculus,oryctolagus cuniculus,unclassified
