date,time,model,file_path,comment,parent_user,remapped_user,owner,lat,long,individuals,usertags,confidence,pred_species,size,fileid,frame,filename,true_species
2024-07-02,15:00:24.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED01/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED01~SYPW0120.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.6982329,bird emu,0.018036174,172905760,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED01~SYPW0120.JPG,blank
2024-07-02,15:00:24.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED01/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED01~SYPW0120.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.7225491,bird malleefowl,0.017177764,172905760,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED01~SYPW0120.JPG,blank
2024-07-06,17:04:48.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED18/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED18~SYPW0051.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.54874974,dog,0.39327544,172931280,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED18~SYPW0051.JPG,blank
2024-07-06,17:04:48.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED18/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED18~SYPW0051.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.41383532,goat,0.40416238,172931280,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED18~SYPW0051.JPG,blank
2024-07-08,12:47:19.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED20/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED20~SYPW0143.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.6079579,macropod,0.10932779,172906800,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED20~SYPW0143.JPG,blank
2024-07-08,12:47:59.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED20/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED20~SYPW0165.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.8736955,dog,0.12527063,172906080,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED20~SYPW0165.JPG,blank
2024-07-09,09:40:21.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED40/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED40~SYPW0253.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.73239285,bird,0.017001228,172886960,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED40~SYPW0253.JPG,blank
2024-07-09,09:40:21.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED40/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED40~SYPW0253.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.60789585,bird malleefowl,0.018576812,172886960,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED40~SYPW0253.JPG,blank
2024-07-09,09:43:32.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED40/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED40~SYPW0309.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.4704321,bird magpie,0.0024433914,172887120,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED40~SYPW0309.JPG,blank
2024-07-13,12:16:22.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED04/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED04~SYPW0810.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.55324733,bird,0.0038066152,172900880,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED04~SYPW0810.JPG,blank
2024-07-13,12:16:22.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED04/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED04~SYPW0810.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.74321127,bird corvus crow,0.003698854,172900880,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED04~SYPW0810.JPG,blank
2024-07-14,15:24:00.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW2430.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.7525954,bird,0.3648154,172892480,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW2430.JPG,blank
2024-07-14,16:14:04.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW3066.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.6707538,bird,0.39502707,172891840,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW3066.JPG,blank
2024-07-15,13:08:06.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW4145.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.5885354,person,0.3679786,172893520,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW4145.JPG,blank
2024-07-15,16:08:42.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW4452.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.68169916,bird,0.3706736,172892720,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW4452.JPG,blank
2024-07-16,10:44:41.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW4743.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.84652346,person,0.4027254,172892080,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW4743.JPG,blank
2024-07-16,11:26:57.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW5603.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.8132874,person,0.33083394,172891520,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW5603.JPG,blank
2024-07-16,11:40:00.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW5843.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.528638,macropod,0.398452,172893040,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW5843.JPG,blank
2024-07-16,11:44:29.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW5964.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.71185195,person,0.39220846,172892240,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW5964.JPG,blank
2024-07-16,12:06:47.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW6384.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.50860405,person,0.34842485,172891760,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW6384.JPG,blank
2024-07-16,12:53:21.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW6729.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.42567798,bird,0.37300777,172892640,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW6729.JPG,blank
2024-07-16,12:53:21.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW6729.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.668977,macropod,0.38068458,172892640,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW6729.JPG,blank
2024-07-16,13:26:33.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED38/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW7066.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.61550146,person,0.351025,172893920,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED38~104MEDIA~SYPW7066.JPG,blank
2024-07-17,03:33:44.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED31/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED31~SYPW0797.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.78090996,bird corvus crow,0.002081807,172893360,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED31~SYPW0797.JPG,blank
2024-07-17,21:53:00.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED56/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW2918.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.8469329,horse,0.01732268,172906000,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW2918.JPG,blank
2024-07-17,21:53:00.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED56/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW2918.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.7447214,horse,0.018302832,172906000,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW2918.JPG,blank
2024-07-18,12:30:07.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED56/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW3142.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.6865457,bird,0.03925892,172908080,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW3142.JPG,blank
2024-07-18,12:49:39.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED21/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED21~SYPW0411.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.5892426,bird,0.001467681,172909040,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED21~SYPW0411.JPG,blank
2024-07-19,10:15:14.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED37/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED37~101MEDIA~SYPW0901.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.6957865,horse,0.013993055,172889600,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED37~101MEDIA~SYPW0901.JPG,blank
2024-07-19,10:30:48.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED59/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED59~100MEDIA~SYPW5710.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.87162364,lizard,0.008650482,172897520,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED59~100MEDIA~SYPW5710.JPG,blank
2024-07-22,07:52:57.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED23/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED23~SYPW0133.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.56226075,dog,0.0023387617,172893680,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED23~SYPW0133.JPG,blank
2024-07-22,13:57:20.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED04/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED04~SYPW2086.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.7749598,macropod,0.05434693,172901200,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED04~SYPW2086.JPG,blank
2024-07-23,14:08:06.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED02/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED02~100MEDIA~SYPW6468.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.8824699,bird corvus crow,0.0013318249,172888240,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED02~100MEDIA~SYPW6468.JPG,blank
2024-07-29,13:29:07.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED56/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW5735.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.7658415,bird,0.00926317,172903920,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW5735.JPG,blank
2024-07-29,13:29:07.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED56/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW5735.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.57997906,bird malleefowl,0.009566769,172903920,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED56~SYPW5735.JPG,blank
2024-07-29,17:26:23.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED42/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED42~SYPW0301.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.83683515,bird corvus crow,0.005457794,172887760,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED42~SYPW0301.JPG,blank
2024-07-29,19:12:22.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED14/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED14~SYPW0307.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.53072286,bird,0.0021641483,172929760,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED14~SYPW0307.JPG,blank
2024-07-29,19:12:22.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED14/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED14~SYPW0307.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.6155634,bird magpie,0.002220176,172929760,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED14~SYPW0307.JPG,blank
2024-07-29,23:50:57.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED37/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED37~101MEDIA~SYPW3243.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.7264283,bird magpie,0.0027698488,172889200,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED37~101MEDIA~SYPW3243.JPG,blank
2024-07-30,01:36:09.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED12/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED12~SYPW0328.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.5015654,macropod,0.004267315,172897040,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED12~SYPW0328.JPG,blank
2024-07-30,03:00:08.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED49/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED49~106MEDIA~SYPW8027.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.5201214,bird magpie,0.0011067156,172897280,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED49~106MEDIA~SYPW8027.JPG,blank
2024-07-30,03:25:16.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED39/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~104MEDIA~SYPW7208.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.7691713,bird,0.19906971,172930320,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~104MEDIA~SYPW7208.JPG,blank
2024-07-30,12:30:36.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED03/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED03~SYPW0918.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.5001451,lizard,0.005587679,172930480,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED03~SYPW0918.JPG,blank
2024-07-30,16:24:55.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED54/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED54~SYPW0696.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.77032065,cow,0.006629884,172909840,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED54~SYPW0696.JPG,blank
2024-07-30,16:24:55.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED54/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED54~SYPW0696.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.46606246,sheep,0.007455024,172909840,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED54~SYPW0696.JPG,blank
2024-07-31,01:06:35.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED39/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~104MEDIA~SYPW8723.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.72640115,lizard,0.041583437,172930400,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~104MEDIA~SYPW8723.JPG,blank
2024-07-31,01:29:39.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED39/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~104MEDIA~SYPW9063.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.51412785,lizard,0.038899202,172921680,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~104MEDIA~SYPW9063.JPG,blank
2024-07-31,03:18:23.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED39/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW0217.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.7340283,bird,0.18504764,172925760,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW0217.JPG,blank
2024-07-31,03:22:12.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED39/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW0248.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.4072654,bird,0.17548475,172914000,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW0248.JPG,blank
2024-07-31,15:26:11.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED04/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED04~SYPW2938.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.8298065,bird malleefowl,0.011679953,172900160,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED04~SYPW2938.JPG,bird
2024-08-01,00:03:02.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED39/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW1017.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.56137985,lizard,0.03004486,172916720,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW1017.JPG,blank
2024-08-01,00:49:28.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED39/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW1933.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.41690102,bird,0.1559695,172931040,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW1933.JPG,blank
2024-08-01,02:35:16.000,Fenrir,/opt/Datasets/Uploads/prd/7396/EVEL/ED39/Evelyn_Downs_2024_05_to_2024_06/EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW3696.JPG,,bush_heritage,bush_heritage,,0.0,0.0,,,0.72350794,bird,0.123687714,172918960,0,EVEL~Evelyn_Downs_2024_05_to_2024_06~ED39~105MEDIA~SYPW3696.JPG,blank
