observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
ac50a9e8-e80d-4884-9c2c-d9a6c29d78e8,21329e72-d28a-48a3-86cc-5905a095f47d,,ac50a9e8-e80d-4884-9c2c-d9a6c29d78e8,2016-10-31T02:53:15+10:00,2016-10-31T02:53:15+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
39fa01e2-4945-4041-a64c-8f54408deb45,21329e72-d28a-48a3-86cc-5905a095f47d,,e00c18b3-6126-48f8-a75b-74b82f1e848c,2016-11-03T00:30:08+10:00,2016-11-03T00:30:08+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:01:37Z,0.7,,
2a7d5b8a-0210-4638-8052-6a08bbcd09e9,21329e72-d28a-48a3-86cc-5905a095f47d,,8be8c156-cc69-479a-8b6b-35543838050a,2016-11-03T21:28:10+10:00,2016-11-03T21:28:10+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:09:17Z,0.92,,
13f746b2-99a1-4844-9f2f-92a40a2bb2d5,21329e72-d28a-48a3-86cc-5905a095f47d,,ceff41ac-90d3-4369-85ca-b702e32a9e1d,2016-11-03T21:28:17+10:00,2016-11-03T21:28:17+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:10:30Z,0.92,,
32ad551d-e908-4143-ab9b-51d2a0acf687,21329e72-d28a-48a3-86cc-5905a095f47d,,32ad551d-e908-4143-ab9b-51d2a0acf687,2016-11-03T21:28:22+10:00,2016-11-03T21:28:22+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
5528e262-0006-4a07-b294-24758e8a1399,21329e72-d28a-48a3-86cc-5905a095f47d,,e0f345a1-f315-494d-aba3-025b65d7387a,2016-11-07T21:30:50+10:00,2016-11-07T21:30:50+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:07:57Z,0.98,,
a0ffd7c4-31a7-49d7-b1bb-531a18b662b9,21329e72-d28a-48a3-86cc-5905a095f47d,,e00c54f0-7e3e-4f71-914d-fd4b5f0234d2,2016-11-07T21:30:52+10:00,2016-11-07T21:30:52+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:06:47Z,0.97,,
d17c83e5-f808-4d0b-90da-1914aafe0548,21329e72-d28a-48a3-86cc-5905a095f47d,,d17c83e5-f808-4d0b-90da-1914aafe0548,2016-11-09T03:48:41+10:00,2016-11-09T03:48:41+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
8d0701b5-f7d7-4d27-8eb1-86d78fb3adf9,21329e72-d28a-48a3-86cc-5905a095f47d,,8123b7d7-c72f-4638-8645-8f52d1ba90cc,2016-11-09T03:48:43+10:00,2016-11-09T03:48:43+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:11:02Z,0.93,,
ff4f7690-d5d6-4146-9a07-395c16665907,21329e72-d28a-48a3-86cc-5905a095f47d,,b2a05755-23be-4bb0-a7c3-ba8c56109188,2016-11-09T03:48:52+10:00,2016-11-09T03:48:52+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:10:36Z,0.83,,
cb327165-5ed4-4d9e-ba68-5edc37fa141e,21329e72-d28a-48a3-86cc-5905a095f47d,,cb327165-5ed4-4d9e-ba68-5edc37fa141e,2016-11-09T03:48:54+10:00,2016-11-09T03:48:54+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
b8c7e071-0bc9-41a0-b55f-ac98f939018c,21329e72-d28a-48a3-86cc-5905a095f47d,,b8c7e071-0bc9-41a0-b55f-ac98f939018c,2016-11-17T03:23:01+10:00,2016-11-17T03:23:01+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
9bf24c88-2595-4759-9876-21e6dc11d09f,21329e72-d28a-48a3-86cc-5905a095f47d,,6ccafa77-17e4-4ecb-a41b-e08bbc858a0c,2016-11-19T04:18:55+10:00,2016-11-19T04:18:55+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:06:50Z,0.97,,
72e4d1df-cbd3-47e7-9000-23e86e013328,21329e72-d28a-48a3-86cc-5905a095f47d,,1623984e-0b55-455a-9149-c26c585fb152,2016-11-20T00:28:09+10:00,2016-11-20T00:28:09+10:00,event,animal,,Felidae,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:11:38Z,0.89,,
3fbbdb75-a4e8-41bc-b529-7e0f9c1ac523,21329e72-d28a-48a3-86cc-5905a095f47d,,69ea5281-7113-4e25-b4f7-c00307404da5,2016-11-22T03:03:12+10:00,2016-11-22T03:03:12+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:15:38Z,0.96,,
5eeb0f9c-a757-4d30-9cf7-89d3bfec61b1,21329e72-d28a-48a3-86cc-5905a095f47d,,d93514ec-e685-4c15-a5e0-45a1d1f549fe,2016-11-22T03:03:13+10:00,2016-11-22T03:03:13+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:04:47Z,0.96,,
9fe4f04b-caf1-445b-81f4-07b32db65095,21329e72-d28a-48a3-86cc-5905a095f47d,,03d6e0fa-f40f-4d7f-9bfb-956bd0769676,2016-11-22T03:03:23+10:00,2016-11-22T03:03:23+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:12:51Z,0.88,,
1061e737-8b5f-4865-ad37-ad2888fbfec5,21329e72-d28a-48a3-86cc-5905a095f47d,,f048a4fb-e8e6-4978-9926-d9de53cecfd2,2016-11-28T21:36:05+10:00,2016-11-28T21:36:05+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:16:09Z,0.96,,
3f7d6cc8-5e5d-4dd2-8b81-a21840fa397e,21329e72-d28a-48a3-86cc-5905a095f47d,,e998166c-d99a-43fa-96be-15cb9d7887fc,2016-11-28T21:36:07+10:00,2016-11-28T21:36:07+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:15:33Z,0.99,,
e65db579-1ef8-418f-88c9-6fc091f6c553,21329e72-d28a-48a3-86cc-5905a095f47d,,5bc9eeaf-4623-4e17-b39f-e5e652c31ed9,2016-12-07T03:54:33+10:00,2016-12-07T03:54:33+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:07:13Z,0.99,,
1587af3b-b895-41d9-8782-7c76904a2d1c,21329e72-d28a-48a3-86cc-5905a095f47d,,3b8a3ece-ca9d-46a6-845c-52061b226f33,2017-01-09T23:24:39+10:00,2017-01-09T23:24:39+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:09:32Z,1.0,,
63fbb6bc-cfc9-492f-a34b-05211532e8dd,21329e72-d28a-48a3-86cc-5905a095f47d,,f2836842-ac0c-47ea-83a5-79973e1b72c1,2017-01-09T23:24:42+10:00,2017-01-09T23:24:42+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:05:42Z,0.99,,
65d453c4-91d2-47a4-b122-c4d76659531e,21329e72-d28a-48a3-86cc-5905a095f47d,,edaf167a-69ed-455d-9848-7aaca6eee7bc,2017-01-22T23:13:08+10:00,2017-01-22T23:13:08+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:08:15Z,0.7,,
4ac7577f-859b-4540-aedd-189190b65c83,21329e72-d28a-48a3-86cc-5905a095f47d,,ab6b21a9-f7fb-44dc-9171-6a908f354fa7,2017-01-24T21:43:49+10:00,2017-01-24T21:43:49+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:03:36Z,0.99,,
ec066570-42dd-4fd5-bd1e-b0192dc7bfd0,21329e72-d28a-48a3-86cc-5905a095f47d,,97143d4e-8cab-4ebb-a420-8006d49ab70b,2017-02-01T04:42:59+10:00,2017-02-01T04:42:59+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:11:48Z,0.96,,
8c815662-8887-409f-9621-9368e0584d61,21329e72-d28a-48a3-86cc-5905a095f47d,,b528bfa3-a767-43c9-bb42-4b64a415043e,2017-02-02T03:26:27+10:00,2017-02-02T03:26:27+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:11:45Z,0.97,,
6b2f72ee-c24b-4a5f-97e5-0c93a5f6804d,21329e72-d28a-48a3-86cc-5905a095f47d,,43f90500-93e3-4b5c-95a9-11af1dcc63a0,2017-02-02T03:26:28+10:00,2017-02-02T03:26:28+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:10:02Z,0.99,,
b4a5e4fa-762f-4a6d-8973-de3f31a391aa,21329e72-d28a-48a3-86cc-5905a095f47d,,b4a5e4fa-762f-4a6d-8973-de3f31a391aa,2017-02-18T22:21:32+10:00,2017-02-18T22:21:32+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
28be1751-1f9e-4244-82ed-8a7ce7b8ce6d,21329e72-d28a-48a3-86cc-5905a095f47d,,3c7211e1-d5ed-4932-81ee-de9cbabed071,2017-02-18T22:21:35+10:00,2017-02-18T22:21:35+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:13:12Z,1.0,,
6cbc07eb-c461-4055-b200-75b7922db446,21329e72-d28a-48a3-86cc-5905a095f47d,,9cfc68d2-8ad5-46c8-9fa6-0dbb3b112bf6,2017-02-25T22:42:08+10:00,2017-02-25T22:42:08+10:00,event,animal,,Felidae,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:08:54Z,0.87,,
abc662bd-6648-4c0b-b972-49e0a5c9d9ab,21329e72-d28a-48a3-86cc-5905a095f47d,,abc662bd-6648-4c0b-b972-49e0a5c9d9ab,2017-02-25T22:42:10+10:00,2017-02-25T22:42:10+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
399fdf56-3053-40f7-bbb8-0836881252c2,21329e72-d28a-48a3-86cc-5905a095f47d,,38f83885-4b19-4c23-9248-0045504d3e93,2017-03-17T03:18:46+10:00,2017-03-17T03:18:46+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:12:31Z,0.99,,
87b044fb-1bb8-4cb5-b89d-3659953fe1f5,21329e72-d28a-48a3-86cc-5905a095f47d,,643adacc-6f4a-414b-80af-6e56ece45a54,2017-03-17T03:18:47+10:00,2017-03-17T03:18:47+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:08:53Z,0.99,,
4c665383-1f73-4a61-81dc-c5f5051477f8,21329e72-d28a-48a3-86cc-5905a095f47d,,f9e804b5-0193-42d4-9cf0-0e9e869616ab,2017-03-22T03:58:31+10:00,2017-03-22T03:58:31+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:05:30Z,0.99,,
5524f8fd-21bd-41d9-a815-a97110aaf7ec,21329e72-d28a-48a3-86cc-5905a095f47d,,77386d61-c788-483f-bb3d-92a82ec740bf,2017-03-22T03:58:34+10:00,2017-03-22T03:58:34+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:14:44Z,1.0,,
7dd4712d-bd29-45da-adf0-7d8cef3a6906,21329e72-d28a-48a3-86cc-5905a095f47d,,4daf245f-3293-4ff6-8f02-5c082de0ae21,2017-03-31T01:30:54+10:00,2017-03-31T01:30:54+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:00:55Z,0.98,,
05d1838d-1d47-42d0-8328-ec29543ed466,21329e72-d28a-48a3-86cc-5905a095f47d,,fffd7ffa-a695-4149-a949-78fb756f1eba,2017-03-31T01:30:55+10:00,2017-03-31T01:30:55+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:09:22Z,0.81,,
15fdc6ad-a791-4f10-9c74-a60025744d33,21329e72-d28a-48a3-86cc-5905a095f47d,,bfbcc31f-980f-4a79-9581-6b64e607f450,2017-03-31T01:30:58+10:00,2017-03-31T01:30:58+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:01:32Z,0.95,,
e64ccf50-8d47-4426-9294-4624866b9d84,21329e72-d28a-48a3-86cc-5905a095f47d,,4ac88170-a4d7-4793-8ed0-1259432320f3,2017-03-31T03:59:48+10:00,2017-03-31T03:59:48+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:07:04Z,1.0,,
5ab1b823-eca2-4c0e-9a81-e84ba6880dc0,21329e72-d28a-48a3-86cc-5905a095f47d,,a5ce5754-26bd-4eb8-8db3-155b7dc2de4f,2017-04-09T03:00:39+10:00,2017-04-09T03:00:39+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:03:19Z,0.98,,
fd22a837-f851-4e43-a42a-77f4056ec410,21329e72-d28a-48a3-86cc-5905a095f47d,,e6a812f3-7296-4330-8322-70cfb89ad0ff,2017-04-12T22:40:00+10:00,2017-04-12T22:40:00+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:02:36Z,0.99,,
82fcfa0d-fe65-492b-864f-59375bb34726,21329e72-d28a-48a3-86cc-5905a095f47d,,69b14ec4-6247-4392-acbe-7deaad239b3d,2017-04-24T03:35:11+10:00,2017-04-24T03:35:11+10:00,event,animal,,Carnivora,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:04:05Z,0.69,,
56b7dfeb-c5be-4f3c-b7b0-c60a7273b32a,21329e72-d28a-48a3-86cc-5905a095f47d,,d17f3446-9e2c-412a-be25-5308b6d74aac,2017-05-21T04:21:53+10:00,2017-05-21T04:21:53+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:10:26Z,0.98,,
df71c7cb-8a77-4e59-b2ae-a0bcd5acfa58,21329e72-d28a-48a3-86cc-5905a095f47d,,73ecffc4-7331-438d-830e-f14477b387f7,2017-05-21T04:21:54+10:00,2017-05-21T04:21:54+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:07:29Z,0.98,,
96d261dc-6c91-401c-a2e5-d91cccf68dcc,21329e72-d28a-48a3-86cc-5905a095f47d,,48c58a9d-d2db-4462-b2e8-4b0cc288d598,2017-05-21T04:21:55+10:00,2017-05-21T04:21:55+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:06:28Z,0.99,,
2172afe6-872c-445d-b57c-d080453b4184,21329e72-d28a-48a3-86cc-5905a095f47d,,2172afe6-872c-445d-b57c-d080453b4184,2017-05-21T04:21:56+10:00,2017-05-21T04:21:56+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
59262190-2075-48d3-aeeb-e0873e4ccfc7,21329e72-d28a-48a3-86cc-5905a095f47d,,6dcd876f-4563-454a-bd5f-5f429a69e6e1,2017-05-22T13:35:16+10:00,2017-05-22T13:35:16+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:12:50Z,0.99,,
9ebda2ef-a5cb-4b18-825e-d969c56275dd,21329e72-d28a-48a3-86cc-5905a095f47d,,9ebda2ef-a5cb-4b18-825e-d969c56275dd,2017-05-22T13:35:22+10:00,2017-05-22T13:35:22+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
9de4e43f-0be6-4423-9568-fedb5fbe0ff3,21329e72-d28a-48a3-86cc-5905a095f47d,,9de4e43f-0be6-4423-9568-fedb5fbe0ff3,2017-05-22T13:35:24+10:00,2017-05-22T13:35:24+10:00,event,unclassified,,,,,,,,,,,,,,,,,,,,
20c670f9-fa84-4fba-805f-8890fb43d6dd,21329e72-d28a-48a3-86cc-5905a095f47d,,896e501c-6a01-49b9-9e42-fcd1b8bf2717,2017-05-22T13:35:55+10:00,2017-05-22T13:35:55+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:12:58Z,1.0,,
af38d0db-b67e-482d-af0c-198653a31410,21329e72-d28a-48a3-86cc-5905a095f47d,,c6b8c0b4-5f91-405e-8262-cfcb3f13ac15,2017-05-22T13:35:56+10:00,2017-05-22T13:35:56+10:00,event,animal,,Felis catus,1,,,,,,,,,,,,machine,Speciesnet V4.0,2026-03-18T21:07:01Z,1.0,,
